   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo,acc,acm,acu,add,ass,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Ashland Addiction Counseling,,930 Centre Street,,Ashland,PA,17921,,Schuylkill,570-205-2066,,,,http://,40.7818929,-76.3435499,SA,2017-10-04 16:38:18.413,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,,,,1,,,,,,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,1,,,1,,,,1,,,1,1,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,Fountain Springs Women/Child Prog,95 Broad Street,,Ashland,PA,17921,,Schuylkill,570-875-4700 x5203,,570-875-4700,,http://www.gaudenzia.org,40.7715046,-76.3300734,SA,2018-03-30 15:15:16.233,1,,,,,,,,1,,1,1,,,,,,1,,,,1,,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,1,,,1,,,1,,,,1,,,,,,,,,,,1,1,,,1,1,1,,1,,,,,,,,1,1,1,,1,,1,1,1,,,1,,,1,1,1,,,,,,1,,,,,,1,,,1,1,,1,1,,1,1,1,,,,1,,1,,,1,,1,1,,1,1,1,1,,1,1,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Perry Human Services,,8391 Spring Road,Mulhollem Office Center,New Bloomfield,PA,17068,,Perry,717-582-8703,,,,http://www.perryhumanservices.org,40.416203,-77.18119,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,,1,,,,,1,,,1,,,,1,1,,,1,,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford Recovery Center,,64 School Street,,Millerton,PA,16936,,Tioga,570-537-6035,,,717-330-6558,http://www.bradfordrecoverycenter.com,41.9768716,-76.907006,SA,2017-02-01 17:30:00,1,1,,,,,,,1,1,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,1,,1,,1,,,,,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,1,1,1,1,,,,,,,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,1,1,,1,,1,,1,1,1,1,,,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A Better Today Inc,,212 Main Street,,Towanda,PA,18848,,Bradford,570-265-6700,,,570-344-1444,http://www.abettertoday.org,41.84779,-76.501566,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,,1,,,,,,,,1,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Quest Services Inc,,9 West Pine Street,,Philipsburg,PA,16866,9337,Centre,814-342-1515,,,814-342-6740,http://,40.896876,-78.2239612,SA,2018-07-16 13:10:34.812,1,,,,,1,,,1,1,1,1,,,,,,,,,,1,1,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,,1,,,1,,1,,,1,1,1,,,,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,1,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol and Drug Abuse Services Inc,Drug Abuse Treatment,305 Chestnut Street,,Emporium,PA,15834,,Cameron,814-486-0653,,,,http://www.adasonline.org,41.5109933,-78.2355557,SA,2018-03-09 12:55:05.354,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,1,,,,,1,,,1,,,,,1,1,1,,,,,,,,1,,,,1,1,,,,1,1,1,,1,,1,1,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol and Drug Abuse Services Inc,,279 Route 6 West,Room 3,Coudersport,PA,16915,,Potter,814-274-9745,,814-544-7315,,http://www.adasonline.org,41.76510208,-78.03236961,SA,2018-03-09 12:54:59.762,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,1,,,,,1,1,1,,,,,,,,1,,,,1,1,,,,1,1,,,,,1,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Saint Joseph Institute,,134 Jacobs Way,,Port Matilda,PA,16870,,Centre,814-692-4954,,,888-777-1098,http://www.stjosephinstitute.com,40.77845831,-78.17494489,SA,2017-07-14 10:45:43.002,1,1,,,,,,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,,1,,,1,,1,1,1,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,1,1,1,1,,1,,,1,1,1,1,,,1,,1,,,,1,1,,1,,1,1,,1,1,1,1,1,1,1,,,1,,1,1,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lehigh Valley Hospital,Schuylkill Counseling Center,502 South 2nd Street,Suite A,Saint Clair,PA,17970,,Schuylkill,570-622-5898,,,,http://www.lvhn.org/,40.7139441,-76.1866182,SA,2018-08-06 09:04:57.989,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,1,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,1,,1,,,1,,1,,,1,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Outcomes Group Inc,,437 North Centre Street,,Pottsville,PA,17901,1705,Schuylkill,570-628-6990,,,,http://www.coginc.org,40.68877,-76.197846,SA,2017-02-01 17:30:00,1,,,,,1,,,1,1,1,1,,,,,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,,1,,,,,,,1,,1,,,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,,1,,,,,1,1,1,,1,,1,1,1,,1,,,,1,1,,1,,,1,1,,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,,One South Second Street,4th Floor,Pottsville,PA,17901,,Schuylkill,570-622-6485,,,,http://www.gaudenzia.org,40.684427,-76.196171,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,1,,1,1,,,,,,1,,,,,,1,1,1,1,1,,1,1,1,1,,,,,,,1,,1,1,1,1,1,1,,1,,1,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,1,1,,,,,,,,1,,,,,1,,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Conewago,Pottsville,202-204 South Centre Street,,Pottsville,PA,17901,,Schuylkill,570-628-5835 x2720,Intakes,570-628-5835 x1,888-347-3873,http://www.firetree.com,40.6837762,-76.1938372,SA,2017-03-24 14:29:43,1,1,,,,1,1,1,,1,,1,,,,,,1,,,,1,1,1,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,1,1,,,,,1,,1,1,,1,1,,,1,1,1,,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,1,1,1,1,1,,,,1,,1,1,,,1,,1,1,,1,1,1,,,1,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Discovery House of,Clearfield Comprehensive Trt Ctr,214 Airport Road,,Clearfield,PA,16830,,Clearfield,814-581-4254,,,,http://www.discoveryhouse.com,41.045814,-78.397687,SA,2018-04-06 14:58:56.312,1,,1,1,,1,1,,,1,1,1,1,,,,,,,1,1,1,,1,1,1,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,1,,,1,,1,1,,1,,1,,,,1,,,,,1,,,,,,1,,1,1,1,,,,,,,,,,,,,,1,1,1,1,,1,,,1,,1,1,,,1,1,1,1,1,,,,1,,,1,,1,,,1,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mazzitti and Sullivan Csl Services Inc,,3207 North Front Street,,Harrisburg,PA,17110,,Dauphin,717-901-5652,,800-809-2925,,http://www.mazzittiandsullivan.com,40.2990355,-76.9038609,SA,2017-03-21 12:54:54,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,1,,,,,,,,,1,,,,,1,,,,,1,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,,,1,,1,,,1,1,1,,,1,,1,1,,,,1,,1,1,,,,1,1,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cen-Clear Child Services Inc,,60 Industrial Park Road,,Clearfield,PA,16830,,Clearfield,814-765-1149,,814-938-6340,,http://www.cenclear.org/,41.0313719,-78.405507,SA,2018-05-07 15:31:13.468,1,,,,,1,,,1,1,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,,,1,,,,,,,1,,,,,,,1,,1,1,,1,1,1,1,,,,,,,1,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,,1,1,1,1,,1,,,,1,,,,1,1,,1,,1,,1,1,,,1,1,,,,1,,1,1,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Community Guidance Center,,600 Leonard Street,,Clearfield,PA,16830,,Clearfield,814-765-5337,,814-371-1100,,http://www.thecgc.com,41.021632,-78.4113488,SA,2017-12-05 10:58:04.556,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,,,1,1,,,1,1,1,1,,,,1,,,,,,,1,,1,1,,1,,,1,,,,,,,1,,1,1,1,1,,1,,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,,1,1,,1,,,,1,,,,1,,1,1,1,1,,1,,1,1,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clem Mar House Inc for Women,,92 Church Street,,Dallas,PA,18612,,Luzerne,570-674-1575,,,,http://www.clemmarhouse.org,41.33881,-75.963067,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,1,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,1,1,1,,1,,1,1,1,,1,1,,,1,1,1,,,,,,1,,,,,1,,,1,1,1,,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Genesis,House Harrisburg,2901 North 6th Street,,Harrisburg,PA,17102,,Dauphin,717-232-6981 x3012,Intakes,717-232-6981 x3020,570-322-0520 x3009,http://www.genesishouseoutpatient.com,40.291842,-76.894809,SA,2017-03-21 12:58:56,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,1,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,,,1,,1,,,,,1,1,,,,1,,,1,1,1,1,1,1,1,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,Concept 90,124 East Azalea Drive,,Harrisburg,PA,17110,,Dauphin,717-232-3232,,,,http://www.gaudenzia.org,40.2865039,-76.8771854,SA,2017-12-05 10:58:36.302,1,,,,,,,,1,,1,1,,,,,,,,,,1,,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,1,,,,,1,,,,1,1,,,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,,1,1,,1,,,1,1,1,,,1,1,,1,1,1,1,,,1,,1,1,1,,,1,1,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Mainstream Counseling,,900 Washington Street,,Huntingdon,PA,16652,,Huntingdon,814-643-1114,,,,http://,40.4880124374745,-78.0171869264995,SA,2017-02-01 17:30:00,1,,,,,,,,1,,1,1,,,,,,1,,,,1,,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,,1,,,1,,,,,1,1,,,,,,,1,,1,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Moore Counseling Services,,1222 Pennsylvania Avenue,,Tyrone,PA,16686,,Blair,814-684-5588,,,,http://,40.67314,-78.236979,SA,2017-03-17 11:38:34,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,,1,,,,,1,1,,1,,,,1,1,1,1,,1,1,1,,,1,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Evergreen House of Catholic Charities,,120 Willow Road,Suite B,Harrisburg,PA,17109,2640,Dauphin,717-412-4594,,,,http://www.cchbg.org,40.2927492,-76.8276324,SA,2018-03-09 12:55:01.118,1,,,,,,,,,,,,,1,,,1,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,1,,1,,,,1,,,,,,,1,,,,,,,,1,1,,1,,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,,,,,,1,,,,,,,,,1,1,,1,1,1,1,1,1,,,1,,,1,,,1,,,1,1,,1,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,Harrisburg Outpatient Services,2039 North 2nd Street,,Harrisburg,PA,17102,,Dauphin,717-233-3424,,,,http://www.gaudenzia.org,40.2773284223363,-76.8978760158853,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,,1,1,,,1,1,,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,1,1,,1,,,1,,,,1,,1,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,,,1,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pathway to Recovery,Counseling and Educational Services,223 West Broad Street,,Hazleton,PA,18201,,Luzerne,570-455-9902,,,,http://www.pathway-to-recovery.org,40.9550655,-75.9777894,SA,2017-03-13 13:14:58,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,1,,,1,1,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,1,1,,,1,,1,1,1,1,1,,,,,1,,,1,,1,,1,1,1,1,,,,,,,,1,,1,,1,1,,,1,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
White Deer Run,Harrisburg,2001 North Front Street,"Building 1, Suite 212",Harrisburg,PA,17102,,Dauphin,717-221-8712,,,866-769-6822,http://www.whitedeerrun.com,40.2764486,-76.8979921,SA,2018-04-06 10:23:14.645,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,,,,,1,,,,,,,,1,1,1,,1,,,,,,1,,,,1,1,,,,,1,,,1,1,1,1,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Counseling Services,Harrisburg,4918 Locust Lane,,Harrisburg,PA,17109,4535,Dauphin,717-671-9610,,855-272-1653,,http://www.pacounseling.com,40.2909,-76.8217,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,1,,,,1,1,1,1,,,,,,,,,,1,1,1,1,,,,1,1,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A Better Today Inc,,8 West Broad Street,Suite 222,Hazleton,PA,18201,,Luzerne,570-455-9222,,,,http://www.abettertoday.org,40.9537968,-75.9743992,SA,2018-07-03 14:18:22.945,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,1,1,,,,1,,,,1,,,,1,1,,,1,,1,1,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Weaver Counseling,,4607 Locust Lane,,Harrisburg,PA,17109,,Dauphin,717-652-8481,,,,http://,40.2923164,-76.8104615,SA,2017-03-24 14:21:58,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,1,1,1,,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Daystar Center for Spiritual Recovery,,125 North 18th Street,,Harrisburg,PA,17103,,Dauphin,717-230-9898,,,717-230-9881,http://www.daystarrecovery.com,40.271541,-76.864801,SA,2017-02-01 17:30:00,1,,,,,,,,1,,1,1,,1,,,,,,,,1,,1,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,,,,1,,,,,,,1,1,1,,,1,1,,,,1,1,1,1,1,,1,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,,1,,,,,1,1,,1,,1,,,1,1,1,1,,1,1,1,1,,,,,1,1,1,,,1,1,1,1,,1,1,,1,,1,1,1,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
TW Ponessa and,Associates Counseling Services Inc,900 North 6th Street,,Harrisburg,PA,17102,,Dauphin,717-233-4027,,800-437-5405,,http://www.twponessa.com,40.2674851,-76.8846591,SA,2018-01-22 12:18:04.921,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,1,1,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,,,1,1,,1,,1,,,,,,1,,1,1,,1,,,,1,1,,,,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery House of,Harrisburg Comprehensive Trt Ctr,99 South Cameron Street,,Harrisburg,PA,17101,,Dauphin,717-963-2114,,,866-625-1374,http://www.discoveryhouse.com,40.2632059,-76.8735824,SA,2018-04-06 15:03:21.564,1,,1,,,1,,,,1,,,1,,,,,,,1,1,1,1,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,1,1,1,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,,,1,,,1,1,1,1,1,,,,1,,,,,1,,,1,1,1,,,,,1,1,,,,,,,1,,,,,1,,,,1,1,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
Clem Mar House Inc for Men,,540-542 Main Street,,Kingston,PA,18704,,Luzerne,570-288-0403,,,,http://www.clemmarhouse.org,41.2656955,-75.906822,SA,2018-01-30 08:50:00.46,1,,,,,,,,,,,,,1,,,1,,,,,1,1,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,1,1,1,,1,,1,1,1,,1,1,,,1,1,,1,,,,,,,,,,1,,,1,1,1,,1,1,1,1,1,1,,,1,1,,1,1,1,1,,,1,1,,1,1,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PA Care LLC,DBA Miners Medical,43 South Main Street,Suite 2,Wilkes Barre,PA,18706,,Luzerne,570-822-5145,,,,http://www.minersmedical.com,41.2115242,-75.9016483,SA,2017-02-01 17:30:00,1,,1,,,1,,,,1,,,1,,,,,,,1,1,1,1,1,,1,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,,,,1,,,,1,,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,,1,1,1,,1,1,1,,,1,1,1,1,1,,,,1,,,,,1,,,1,1,1,,1,1,1,1,1,1,1,,,,1,1,,1,,,1,1,,1,1,1,1,,1,,1,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Addiction Recovery Systems,ARS of Pennsylvania,3433 Trindle Road,,Camp Hill,PA,17011,,Cumberland,717-761-4500,,,800-277-9695,http://arshealth.com/,40.2371141,-76.9382859,SA,2018-05-10 10:57:35.116,1,,1,1,,1,1,,1,1,,1,1,,,,,,,1,1,1,,1,1,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,1,,,,,1,1,1,1,,,,,,,,1,,,1,,,,,,1,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,,,,1,1,,,1,,,1,1,1,1,1,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,1,1,,,,,1,,,,,1,1,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
New Insights II Inc,Lemoyne,716 State Street,,Lemoyne,PA,17043,,Cumberland,717-303-2035,,717-303-2035 x101,,http://www.newinsights2.com,40.2433349,-76.8994127,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
